"ID","generation_number","highest_fitness","average_fitness","lowest_fitness","crossover_probability","mutation_probability"
"44","43","4.4008665247","70.1170609608","344.8785292160","0.653","0.347"
"45","44","4.4008465051","86.6409119969","770.8773941730","0.660","0.340"
"46","45","4.4001048059","29.8215814677","180.6055991710","0.668","0.332"
"47","46","4.4008064661","26.3306117731","125.3550872520","0.676","0.324"
"48","47","4.4007302942","46.6288501524","167.2119144900","0.683","0.317"
"49","48","4.4002215051","54.4693302122","299.7321092020","0.677","0.323"
"50","49","4.3877053918","30.2491323717","182.9579001920","0.684","0.316"
"51","50","4.3867454309","499.4296941440","4487.0345983700","0.691","0.309"
"52","51","4.3982180872","118.3902936120","544.2077915280","0.699","0.301"
"53","52","4.4007588586","110.0624643400","530.7390540910","0.692","0.308"
"54","53","4.3866104211","18.5729968671","48.3587495544","0.685","0.315"
"55","54","4.3986485071","35.0988720290","231.5008559940","0.680","0.320"
"56","55","4.4004094934","30.0947991656","159.5654478200","0.687","0.313"
"57","56","4.3982810754","30.5416149380","142.4244767660","0.695","0.305"
"58","57","4.3995525598","109.7891134430","513.3200552720","0.688","0.312"
"59","58","4.3974356165","155.1433191700","540.7746937770","0.695","0.305"
"60","59","4.3986243372","83.7773575275","671.7679909920","0.701","0.299"
"61","60","4.3873924036","370.2803791710","3575.4813975300","0.709","0.291"
"62","61","4.3966763391","38.0688308112","241.3099891890","0.716","0.284"
"63","62","4.3989336633","41.4614644270","268.2973273810","0.724","0.276"
"64","63","4.3976367883","17.7474483290","51.0921429229","0.732","0.268"
"65","64","4.3988325891","81.6986523761","532.4300958210","0.738","0.262"
"66","65","4.3994668665","66.6387822614","442.5123549520","0.745","0.255"
"67","66","4.3988098840","92.6906765324","529.0873039050","0.738","0.262"
"68","67","4.4002151575","113.9089415500","519.3496881310","0.745","0.255"
"69","68","4.3992739954","162.1110770800","549.6394791730","0.752","0.248"
"70","69","3.2277894540","113.5207746180","522.3269602030","0.746","0.254"
"71","70","2.9416375713","60.4797749673","255.2656398010","0.753","0.247"
"72","71","2.9407105693","85.1251181345","440.7130202050","0.759","0.241"
"73","72","2.9411883525","8.3645440254","19.9654184747","0.767","0.233"
"74","73","2.9410250224","78.1871834228","488.4757096660","0.772","0.228"
"75","74","2.9440133037","57.4130336074","305.7779813230","0.780","0.220"
"76","75","2.9436734599","14.3385490878","102.2062288980","0.787","0.213"
"77","76","2.9244806176","19.8473544764","145.0264048350","0.795","0.205"
"78","77","2.9239093286","19.7781711059","154.6705365400","0.803","0.197"
"79","78","2.9225086938","38.3293916084","174.5950439740","0.811","0.189"
"80","79","2.9243226586","62.8981139777","277.6689644670","0.818","0.182"
"81","80","2.5357665345","47.2667702687","329.9345385330","0.824","0.176"
"82","81","2.5350621888","62.3648698834","524.6150098940","0.832","0.168"
"83","82","2.5348693178","58.8998706236","540.7957637550","0.840","0.160"
"84","83","2.5355990541","3.4370770881","4.7225055398","0.848","0.152"
"85","84","2.5316183412","24.0889750067","209.4145404390","0.843","0.157"
"86","85","2.5346537416","18.8871915404","135.4131917640","0.851","0.149"
"87","86","2.5263756654","6.1831194778","29.1859898234","0.859","0.141"
"88","87","2.5335155580","22.5022900871","168.6250050390","0.866","0.134"
"89","88","2.5347513978","50.8414714723","177.2444020620","0.874","0.126"
"90","89","2.5347787416","25.0091615834","121.3092047250","0.880","0.120"
"91","90","2.5345338685","21.7087819039","147.6055656390","0.887","0.113"
"92","91","2.5342057435","5.1084737920","18.2063693807","0.895","0.105"
"93","92","2.5347838685","22.1525901339","153.3430562010","0.902","0.098"
"94","93","2.5345411927","6.5702604871","21.9505399795","0.910","0.090"
"95","94","2.5341305482","18.4740823451","159.3827179200","0.917","0.083"
"96","95","2.5333732240","3.6180778940","10.0565050882","0.925","0.075"
"97","96","2.5337465150","3.1769293392","6.4152442571","0.933","0.067"
"98","97","2.5344887025","2.7887761470","2.5375114076","0.940","0.060"
"99","98","2.5339794252","2.7897812251","2.5389891908","0.999","0.001"
"100","99","2.5342867982","2.7900076899","2.5385978334","0.999","0.001"
"101","100","2.5362428529","2.7906999995","2.5382867982","0.999","0.001"
"102","101","2.5358905580","2.7907476314","2.5392633607","0.999","0.001"
"103","102","2.5370936830","17.2427224152","34.9638281629","0.253","0.747"
"104","103","2.5346771791","183.2850355160","876.0490600600","0.258","0.742"
"105","104","2.5359623353","129.7103905700","886.9183407330","0.265","0.735"
"106","105","2.5346217592","65.3106912999","531.6230384250","0.272","0.728"
"107","106","2.5345873353","51.7628688472","237.6602458480","0.280","0.720"
"108","107","2.5354474427","51.3812287640","326.1623989970","0.287","0.713"
"109","108","2.5377719056","39.7758486179","220.3956667580","0.295","0.705"
"110","109","2.5349161927","48.8671429759","182.8417383430","0.287","0.713"
"111","110","2.5365072572","62.6437545010","381.1918936660","0.294","0.706"
"112","111","2.5335797670","114.4996472640","740.7351257890","0.286","0.714"
"113","112","2.5345997865","53.2026080309","183.0518251290","0.294","0.706"
"114","113","2.5362211244","98.5374110112","534.6000624980","0.300","0.700"
"115","114","2.5357863099","250.6525846490","2040.3952717300","0.307","0.693"
"116","115","2.5364083803","1009.9514748500","9859.2010618000","0.315","0.685"
"117","116","2.5374620912","52.2480213445","337.3253414500","0.323","0.677"
"118","117","2.5361503236","19.2495361164","34.9527516693","0.330","0.670"
"119","118","2.5375016420","1488.5961593600","10143.4599884000","0.334","0.666"
"120","119","2.5349303529","47.7562310695","248.3703947450","0.342","0.658"
"121","120","2.5283654115","29.3971755966","92.4892726922","0.335","0.665"
"122","121","2.5354320619","46.5731965156","314.1133346220","0.329","0.671"
"123","122","2.5329083802","167.6562750500","906.1495188620","0.336","0.664"
"124","123","2.5371910951","89.9167343109","411.3375221890","0.343","0.657"
"125","124","2.5361596010","22.0171336473","34.9943974913","0.350","0.650"
"126","125","2.5339596498","809.7445328340","7876.6436248700","0.347","0.653"
"127","126","2.5364225404","32.8114854994","195.6257017380","0.355","0.645"
"128","127","2.5352753236","95.8696435411","777.1207046280","0.363","0.637"
"129","128","2.5348297670","17.8424125340","34.4585649317","0.370","0.630"
"130","129","2.5367582338","1425.6164317800","14075.3614373000","0.375","0.625"
"131","130","2.5340697572","59.1745660960","324.1617065690","0.367","0.633"
"132","131","2.5348519838","19.1786896323","34.9849200080","0.374","0.626"
"133","132","2.5341732728","159.2236141210","1205.0466375400","0.378","0.622"
"134","133","2.5371783998","144.6170184540","567.6600401590","0.385","0.615"
"135","134","2.5349445131","144.4327515720","772.0900104540","0.379","0.621"
"136","135","2.5350651185","128.4203978140","1113.7977094500","0.372","0.628"
"137","136","2.5342289369","256.7978507210","1253.2142145200","0.380","0.620"
"138","137","2.5334750306","86.2728518228","389.0052643020","0.387","0.613"
"139","138","2.5332457826","29.4935682491","135.3178748320","0.393","0.607"
"140","139","2.5350131166","77.4986939671","438.2445488810","0.400","0.600"
"141","140","2.5370053041","34.8143676591","131.8865626790","0.408","0.592"
"142","141","2.5344757631","53.0098387827","339.3126351500","0.414","0.586"
"143","142","2.5345519349","20.8774498754","31.9594104327","0.422","0.578"
"144","143","2.5367621400","380.4898906880","2918.3355277700","0.419","0.581"
"145","144","2.5311993959","100.3730813980","316.4902318940","0.427","0.573"
"146","145","2.5355907533","137.7171218100","1229.7495939400","0.421","0.579"
"147","146","2.5364855287","18.2531072385","35.0259152001","0.429","0.571"
"148","147","2.5362450502","43.0533813764","249.4952112530","0.425","0.575"
"149","148","2.5364227845","45.2298711768","267.6457209350","0.432","0.568"
"150","149","2.5342362611","134.1089596810","973.5500781290","0.439","0.561"
"151","150","2.5375678041","774.0745417010","5273.5117505200","0.447","0.553"
"152","151","2.5324325502","46.8403855217","185.1163510210","0.454","0.546"
"153","152","2.5365402162","48.5124789280","219.4978023880","0.461","0.539"
"154","153","2.5341564271","54.0615919181","319.7389049980","0.468","0.532"
"155","154","2.5344137513","98.9855990391","509.0662854680","0.475","0.525"
"156","155","2.5368302552","68.5752205005","539.3511563680","0.468","0.532"
"157","156","2.5350062806","48.5216209177","342.6361381940","0.476","0.524"
"158","157","2.5240558412","69.7495670928","529.1773382220","0.484","0.516"
"159","158","2.5344325502","16.6716945585","33.4649251348","0.491","0.509"
"160","159","2.5346036928","34.8480222296","221.5288750540","0.496","0.504"
"161","160","2.5344213197","15.0716638346","34.9640171278","0.503","0.497"
"162","161","2.5340577943","108.0561981810","425.9412758040","0.498","0.502"
"163","162","2.5341022279","121.0321647550","423.7652361480","0.505","0.495"
"164","163","2.5351554506","16.4877498861","34.9320791753","0.498","0.502"
"165","164","2.5345553529","36.9336443137","144.5650424510","0.503","0.497"
"166","165","2.5364996888","63.4198274754","448.8570922810","0.510","0.490"
"167","166","2.5366276185","69.5682084767","597.8789520140","0.517","0.483"
"168","167","2.5342931459","14.3119481233","27.9624362849","0.525","0.475"
"169","168","2.5339852845","65.0645462652","525.2454044540","0.530","0.470"
"170","169","2.5362340638","37.9517421196","248.7386814950","0.537","0.463"
"171","170","2.5219384095","143.1869813430","966.3045067000","0.545","0.455"
"172","171","2.5321549623","31.5162549868","159.0955377220","0.553","0.447"
"173","172","2.5377631166","29.8440679521","147.1365614320","0.560","0.440"
"174","173","2.5343964174","55.2768009197","391.3561287590","0.567","0.433"
"175","174","2.5363554017","69.7916983377","385.7074187360","0.559","0.441"
"176","175","2.5355138490","13.5522627433","35.8307297046","0.566","0.434"
"177","176","2.5348063295","161.8982150810","541.2218914730","0.572","0.428"
"178","177","2.5344030092","171.6317234910","557.8056755730","0.578","0.422"
"179","178","2.5329213197","33.9658647776","141.3172198210","0.572","0.428"
"180","179","2.5330021302","78.1459392565","373.4251323140","0.579","0.421"
"181","180","2.5336271303","100.4693574330","384.0117914630","0.572","0.428"
"182","181","2.5344367006","228.7885613910","1568.6713172800","0.566","0.434"
"183","182","2.5331342103","314.5493606930","1824.6269783700","0.573","0.427"
"184","183","2.5347662904","110.4407006290","494.4591283020","0.580","0.420"
"185","184","2.5348412416","58.6007859999","223.8899787860","0.587","0.413"
"186","185","2.5347775209","72.9145094169","319.6480633460","0.594","0.406"
"187","186","2.5343856752","60.3931054514","422.6573450480","0.587","0.413"
"188","187","2.5341766908","42.6039138454","231.2234636830","0.579","0.421"
"189","188","2.5337157533","45.2066637111","177.3826895710","0.586","0.414"
"190","189","2.5346273744","19.0466718583","54.9385875775","0.593","0.407"
"191","190","2.5348456361","25.7352415964","53.2439300178","0.599","0.401"
"192","191","2.5339081361","53.5748428281","334.3182364080","0.594","0.406"
"193","192","2.5342560365","47.6763943572","164.2579991270","0.602","0.398"
"194","193","2.5344657533","85.9987606060","323.0488010700","0.608","0.392"
"195","194","2.5339618470","12.3275610227","27.9276477832","0.615","0.385"
"196","195","2.5338568666","19.2269521857","79.7982091708","0.620","0.380"
"197","196","2.5343763978","120.2955811190","663.8634237450","0.627","0.373"
"198","197","2.5371366517","71.3697013742","556.9506465060","0.634","0.366"
"199","198","2.5342990052","36.6569412354","234.1428376980","0.641","0.359"
"200","199","2.5338654115","59.3597898661","235.2608274450","0.649","0.351"
"201","200","2.5340138490","44.4316390983","278.5874369790","0.656","0.344"
"202","201","2.5353444154","46.0760562883","284.8814943200","0.663","0.337"
"203","202","2.5329137513","86.7643304521","503.9973077490","0.671","0.329"
"204","203","2.5342465150","51.0081096982","271.3435465550","0.678","0.322"
"205","204","2.5345502259","32.8128591878","146.1511570640","0.671","0.329"
"206","205","2.5348676088","19.7414400822","97.7019252354","0.678","0.322"
"207","206","2.5345087220","38.8354158544","231.5921758180","0.685","0.315"
"208","207","2.5341781556","40.7987598972","225.8382175700","0.692","0.308"
"209","208","2.5345934388","70.1325112387","492.9568912260","0.699","0.301"
"210","209","2.5338685853","61.6134164665","505.6353484720","0.707","0.293"
"211","210","2.5345104310","28.5254791641","172.6682682320","0.699","0.301"
"212","211","2.5332162416","13.9708957712","53.1765074062","0.707","0.293"
"213","212","2.5340221498","13.4694159633","21.9606139737","0.713","0.287"
"214","213","2.5340546205","26.8549511194","169.9553474680","0.717","0.283"
"215","214","2.5346644838","28.2428864558","189.1457982030","0.724","0.276"
"216","215","2.5356805970","12.7599316016","20.9626941325","0.717","0.283"
"217","216","2.5359169252","31.7830517464","175.3508238530","0.720","0.280"
"218","217","2.5351078431","40.3205460325","270.2453130070","0.713","0.287"
"219","218","2.5333519838","115.7743557790","545.1882512670","0.720","0.280"
"220","219","2.5348912904","30.0252916543","118.2550724040","0.727","0.273"
"221","220","2.5341276185","59.5225960474","264.1263916260","0.734","0.266"
"222","221","2.5339923646","47.6463956924","134.0866381970","0.727","0.273"
"223","222","2.5334108216","25.5886976439","88.4794336243","0.733","0.267"
"224","223","2.5360751283","14.6069057473","23.4621290783","0.726","0.274"
"225","224","2.5342023256","14.8926028584","23.2736665935","0.730","0.270"
"226","225","2.5346276185","28.6485840221","142.6687936280","0.733","0.267"
"227","226","2.5371190736","13.8148844301","23.9598164441","0.740","0.260"
"228","227","2.5345597474","105.5587640150","741.1015568980","0.744","0.256"
"229","228","2.5346229799","21.5591343578","95.4603393110","0.751","0.249"
"230","229","2.5351012513","53.8619448745","276.2980939800","0.758","0.242"
"231","230","2.5371139466","82.3467087631","525.2650639190","0.765","0.235"
"232","231","2.5361696107","78.1318482124","247.1134622320","0.773","0.227"
"233","232","2.5344691713","29.5342648951","222.6774633580","0.767","0.233"
"234","233","2.5341095521","12.7926370790","23.9599290412","0.775","0.225"
"235","234","2.5341212709","23.8734555640","137.1217262800","0.779","0.221"
"236","235","2.5344669740","10.4175956987","21.9597186440","0.786","0.214"
"237","236","2.5340426576","28.4710427171","196.5977338450","0.791","0.209"
"238","237","2.5331014955","5.8318271483","25.4556850965","0.799","0.201"
"239","238","2.5333449037","8.7744588422","21.9595098035","0.806","0.194"
"240","239","2.5342731263","12.6969436392","27.4599929574","0.801","0.199"
"241","240","2.5333973939","114.3752747470","532.3937496500","0.806","0.194"
"242","241","2.5341674135","50.0379078528","377.7261955310","0.812","0.188"
"243","242","2.5344559877","14.1944647744","24.9597663953","0.820","0.180"
"244","243","2.5340780580","41.6419564325","142.6660101520","0.824","0.176"
"245","244","2.5209469653","28.8658668176","165.3019885640","0.818","0.182"
"246","245","2.5202345630","45.5394336443","196.9661801620","0.825","0.175"
"247","246","2.5176928150","26.0642483984","113.1000699370","0.832","0.168"
"248","247","2.5180729419","33.5629178827","221.4965701930","0.825","0.175"
"249","248","2.5177536060","18.6208572398","71.5935010711","0.817","0.183"
"250","249","2.5175609790","15.4444115052","56.6416860385","0.824","0.176"
"251","250","2.5189960376","55.1794308744","291.2470778890","0.831","0.169"
"252","251","2.5176273853","46.9655365903","224.8253833050","0.838","0.162"
"253","252","2.5128383228","21.9729681785","126.3529745320","0.845","0.155"
"254","253","2.5176124927","77.5514425996","677.5672507890","0.852","0.148"
"255","254","2.5157797290","86.0110099620","633.5776032270","0.860","0.140"
"256","255","2.5156740161","29.5311520934","135.5021046110","0.868","0.132"
"257","256","2.5155060474","63.1749175067","173.5680892490","0.875","0.125"
"258","257","2.5166019946","72.5499139826","181.2289329350","0.880","0.120"
"259","258","2.5170370532","25.8358646226","141.5345345790","0.875","0.125"
"260","259","2.5158803150","30.3611642255","232.3247698530","0.883","0.117"
"261","260","2.5173026782","33.0046627634","132.0581192840","0.875","0.125"
"262","261","2.5184479419","38.1813631346","131.6359599750","0.868","0.132"
"263","262","2.5190216724","48.8681622674","168.8177472290","0.874","0.126"
"264","263","2.5167228442","54.8685829539","213.7738174600","0.868","0.132"
"265","264","2.5150944263","40.4920142352","213.7722063760","0.875","0.125"
"266","265","2.5157526294","52.6867325158","185.4781302960","0.882","0.118"
"267","266","2.5188134204","15.4869447158","34.6088024615","0.888","0.112"
"268","267","2.5180304614","6.9642973091","21.9594988172","0.893","0.107"
"269","268","2.5179164478","16.0891186024","109.9470512650","0.900","0.100"
"270","269","2.5180412036","22.7441093581","197.7001911420","0.908","0.092"
"271","270","2.5159589282","35.7362368775","158.0980459150","0.916","0.084"
"272","271","2.5159769946","14.8682062523","90.6535247566","0.909","0.091"
"273","272","2.5169235278","5.8666054755","19.9653509556","0.916","0.084"
"274","273","2.5093212329","21.9207639447","163.1508263120","0.923","0.077"
"275","274","2.5141947681","24.4060709470","193.6167986440","0.931","0.069"
"276","275","2.5189613696","16.3867579616","119.1451224670","0.939","0.061"
"277","276","2.5192289478","3.1311077195","4.3976263198","0.947","0.053"
"278","277","2.5174608814","15.4541289768","115.3724403980","0.953","0.047"
"279","278","2.5179955493","3.8030123340","11.2658310342","0.960","0.040"
"280","279","2.5190263111","22.3664640524","110.5138999320","0.968","0.032"
"281","280","2.5103295337","14.7238663474","110.3061205270","0.975","0.025"
"282","281","2.5073900806","3.5254128038","6.3145082159","0.983","0.017"
"283","282","2.5129342700","3.5284679257","6.3133273077","0.989","0.011"
"284","283","2.5165631763","3.5289525204","6.3143829718","0.983","0.017"
"285","284","2.5138131763","17.3092742239","94.7548577037","0.977","0.023"
"286","285","2.5155526782","24.5159122050","101.0474896450","0.984","0.016"
"287","286","2.5184518481","11.1809498596","85.3698334726","0.991","0.009"
"288","287","2.5180690356","2.8825444427","3.5579650639","0.999","0.001"
"289","288","2.5190050708","2.8955020292","3.6901673935","0.993","0.007"
"290","289","2.5172907153","2.7714017205","2.5217479907","0.987","0.013"
"291","290","2.5157370044","16.0102711325","34.9620498426","0.427","0.573"
"292","291","2.5180971118","42.4290928375","196.9140075810","0.432","0.568"
"293","292","2.5172531177","94.8817580261","442.8173198290","0.439","0.561"
"294","293","2.5168739673","51.4316568168","352.6904445460","0.446","0.554"
"295","294","2.5175499927","54.3651814673","278.6834389580","0.438","0.562"
"296","295","2.5170976001","54.4691529079","277.9943066900","0.446","0.554"
"297","296","2.5169091236","23.0349680222","65.0991563289","0.453","0.547"
"298","297","2.5171808521","15.8992919238","23.9582506016","0.447","0.553"
"299","298","2.5170587817","259.6591502500","2462.1929125300","0.450","0.550"
"300","299","2.5166261646","69.9720582691","518.3569850350","0.458","0.542"
"301","300","2.5174679614","89.4730238730","459.8178545750","0.465","0.535"
"302","301","2.5177304126","57.2401278388","191.0114193610","0.458","0.542"
"303","302","2.5178615161","36.6716619094","96.5583062731","0.452","0.548"
"304","303","2.5157272388","18.1987864238","31.9600576549","0.458","0.542"
"305","304","2.5172633716","42.3981161024","259.6721735810","0.461","0.539"
"306","305","2.5168041431","17.6341439121","34.9597495491","0.469","0.531"
"307","306","2.5150387622","54.5421557395","372.2899426120","0.464","0.536"
"308","307","2.5168661548","1658.4873473200","16396.2145412000","0.457","0.543"
"309","308","2.5167435962","24.3077171686","63.0879860441","0.465","0.535"
"310","309","2.5163942310","26.8489534034","115.7010170190","0.470","0.530"
"311","310","2.5170355884","1211.1142032300","11926.9890832000","0.477","0.523"
"312","311","2.4668916658","83.3916617172","692.9634442130","0.485","0.515"
"313","312","2.4668428376","202.7615605710","1204.1648309200","0.493","0.507"
"314","313","2.4668565095","50.5166623232","231.4062776540","0.500","0.500"
"315","314","2.4668560212","84.2638143123","481.7972036030","0.507","0.493"
"316","315","2.4668589509","92.6780886938","262.0418479340","0.514","0.486"
"317","316","2.4668584626","60.8367753493","180.1282276610","0.520","0.480"
"318","317","2.4668548005","48.2274082339","244.6417259850","0.526","0.474"
"319","318","2.4668650544","79.3949165359","534.7796300060","0.533","0.467"
"320","319","2.4668552888","18.7467622784","28.9518230169","0.540","0.460"
"321","320","2.4668589509","52.0908439925","174.2139837440","0.543","0.457"
"322","321","2.4670200837","82.5220004049","574.7913114790","0.549","0.451"
"323","322","2.4668513825","46.9746083718","202.3090273360","0.557","0.443"
"324","323","2.4668589509","16.3463770795","31.3712859800","0.564","0.436"
"325","324","2.4668567536","144.7100189590","681.8231551020","0.559","0.441"
"326","325","2.4668801911","20.5982885336","45.2286201534","0.566","0.434"
"327","326","2.4668599275","19.1174231225","41.9288367025","0.571","0.429"
"328","327","2.4668587068","46.5871996049","243.4031162720","0.566","0.434"
"329","328","2.4668501619","59.4678783444","313.4684838370","0.559","0.441"
"330","329","1.4982561841","42.4936990346","182.3632434680","0.566","0.434"
"331","330","1.4982481274","46.0490420994","247.9272216840","0.573","0.427"
"332","331","1.4982588696","57.0830636620","220.0152061770","0.566","0.434"
"333","332","1.4982688794","19.1926085456","53.4914115431","0.559","0.441"
"334","333","1.4982591137","57.0386363725","332.2261135580","0.554","0.446"
"335","334","1.4982581372","40.6237496558","245.6425627750","0.561","0.439"
"336","335","1.4982620434","73.6843152365","551.5426183400","0.568","0.432"
"337","336","1.4982459302","18.1675466390","26.9596926660","0.561","0.439"
"338","337","1.4982591137","25.3834192721","95.1551381034","0.558","0.442"
"339","338","1.4982605786","16.2346958743","28.9596704481","0.552","0.448"
"340","339","1.4982473950","23.5921115086","82.2357478833","0.555","0.445"
"341","340","1.4982090649","17.3648524613","27.4590481336","0.562","0.438"
"342","341","1.4983828930","49.8234597556","346.8749742440","0.565","0.435"
"343","342","1.4982586255","50.4653957912","320.7313802950","0.572","0.428"
"344","343","1.4982591137","55.9447655489","309.1908252490","0.580","0.420"
"345","344","1.4982447094","92.6648999526","309.1917678760","0.587","0.413"
"346","345","1.4982508130","22.7063093778","82.3104768985","0.593","0.407"
"347","346","1.4982295727","17.8704845794","31.9588208387","0.587","0.413"
"348","347","1.4982566723","36.7013338309","243.6601392790","0.583","0.417"
"349","348","1.4982583813","30.1229591125","149.7196512720","0.575","0.425"
"350","349","1.4982574048","19.9480496614","55.0143963846","0.568","0.432"
"351","350","1.4982578930","18.3403414875","55.0143946756","0.563","0.437"
"352","351","1.4982515454","31.6424637656","172.8833775560","0.557","0.443"
"353","352","1.4982010083","16.4529660377","28.3728096587","0.564","0.436"
"354","353","1.4982588696","54.3380743463","414.3103054500","0.568","0.432"
"355","354","1.4651626782","14.4920692032","20.9593340223","0.575","0.425"
"356","355","1.4982329907","26.1270491245","101.2262439320","0.578","0.422"
"357","356","1.4982574048","162.3425310710","799.3842301300","0.571","0.429"
"358","357","1.4982305493","170.7750667070","1394.3892462800","0.578","0.422"
"359","358","1.4982774243","16.6647125759","22.3180404730","0.586","0.414"
"360","359","1.4982564282","14.0622820249","21.4607593153","0.588","0.412"
"361","360","1.4982388501","26.4039780352","121.3527926670","0.590","0.410"
"362","361","1.4982564282","51.6131384695","281.2268347290","0.597","0.403"
"363","362","1.4982596020","17.2114070630","27.0721883966","0.604","0.396"
"364","363","1.4983084302","63.9281455548","455.5826860120","0.607","0.393"
"365","364","1.4982522778","19.2205862663","69.0041688117","0.615","0.385"
"366","365","1.4982554516","16.0260793182","30.4594165360","0.609","0.391"
"367","366","1.4982566723","16.7227246808","31.9595486753","0.605","0.395"
"368","367","1.4982596020","33.6428420290","182.9901792630","0.609","0.391"
"369","368","1.4982574048","19.2968309006","34.9597518252","0.616","0.384"
"370","369","1.4982762036","34.1966653190","179.2200861170","0.620","0.380"
"371","370","1.4982242016","16.9569305635","31.4606442617","0.627","0.373"
"372","371","1.4982527661","28.8021552836","130.9351849610","0.631","0.369"
"373","372","1.4982539868","14.0059625251","28.9541745504","0.637","0.363"
"374","373","1.4982591137","42.9178502008","232.8335079860","0.633","0.367"
"375","374","1.4982447094","31.5147530316","78.5363597243","0.640","0.360"
"376","375","1.4982552075","41.6072879352","234.5172924430","0.635","0.365"
"377","376","1.4982659497","19.3212962256","38.6824772160","0.628","0.372"
"378","377","1.4982581372","53.4697743702","292.9822061760","0.632","0.368"
"379","378","1.4982410473","22.8469895108","57.2653520622","0.625","0.375"
"380","379","1.4982586255","36.9096160242","120.2656448520","0.630","0.370"
"381","380","1.4982559399","29.1689884293","118.4188826830","0.624","0.376"
"382","381","1.4651695141","34.4483686150","165.7376631180","0.617","0.383"
"383","382","1.4982552075","28.6031725797","84.3869260312","0.610","0.390"
"384","383","1.4982295727","16.9151242009","34.9615630260","0.616","0.384"
"385","384","1.4650608716","67.5038647298","448.3283330220","0.620","0.380"
"386","385","1.4982930493","17.7026672793","28.4625229870","0.628","0.372"
"387","386","1.4982398266","98.7149087276","715.6206780500","0.631","0.369"
"388","387","1.4982412915","11.1375848308","24.9612763048","0.639","0.361"
"389","388","1.4982513012","12.4556774645","20.0215232743","0.634","0.366"
"390","389","1.4982610669","24.4900055172","94.6781368717","0.631","0.369"
"391","390","1.4650786938","49.0739493302","345.8460932480","0.637","0.363"
"392","391","1.4982647290","32.9367662863","221.9542564060","0.645","0.355"
"393","392","1.4982593579","10.8060494387","22.4143304447","0.637","0.363"
"394","393","1.4982420239","13.5606171549","25.1415260116","0.642","0.358"
"395","394","1.4982342114","35.0201179839","242.5285053250","0.646","0.354"
"396","395","1.4982630200","19.6931245984","57.3900797578","0.653","0.347"
