"ID","generation_number","highest_fitness","average_fitness","lowest_fitness","crossover_probability","mutation_probability"
"40","39","2.1177712572","19.1358948868","52.2753375231","0.581","0.419"
"41","40","2.1177712572","42.7814611777","294.9251090930","0.586","0.414"
"42","41","2.1177732103","13.3851038204","28.9614638995","0.594","0.406"
"43","42","2.1177734544","45.6536103955","300.5022665820","0.599","0.401"
"44","43","2.1177746752","46.2966764407","316.6927658010","0.606","0.394"
"45","44","2.1177749193","33.6819214899","205.8250377720","0.614","0.386"
"46","45","2.1177744310","24.6834621819","148.0175729010","0.621","0.379"
"47","46","2.1177746752","23.1478696826","114.8804754300","0.629","0.371"
"48","47","2.1177566087","16.7111915174","62.1733955409","0.636","0.364"
"49","48","2.0845456712","11.4299266107","29.4615835736","0.642","0.358"
"50","49","2.1177739427","44.8422106215","269.9440758660","0.648","0.352"
"51","50","2.0846479662","21.3932161282","48.8088280676","0.655","0.345"
"52","51","2.1177776048","18.8564672418","34.9625576532","0.651","0.349"
"53","52","2.1177727220","14.9101758585","37.1268651359","0.654","0.346"
"54","53","2.1177746752","13.0799573737","28.9620334852","0.660","0.340"
"55","54","2.1177761400","56.5291009789","457.7499802530","0.665","0.335"
"56","55","2.1177561205","19.9023375433","70.1296636522","0.673","0.327"
"57","56","2.1177956712","15.8706706975","23.7617755483","0.679","0.321"
"58","57","2.1177763841","15.1328081891","27.9646422727","0.682","0.318"
"59","58","2.1177758958","17.5226622512","26.9613772352","0.686","0.314"
"60","59","2.1177595384","25.9337580529","115.0582115450","0.688","0.312"
"61","60","2.1177729662","30.1852132891","147.7768534660","0.681","0.319"
"62","61","2.0845437181","24.4110521185","98.9725130594","0.674","0.326"
"63","62","2.1177758958","15.7655465547","32.4629500148","0.668","0.332"
"64","63","1.9219824479","9.9494661585","26.9615859932","0.672","0.328"
"65","64","1.9220071061","8.2110713485","24.5630174928","0.678","0.322"
"66","65","1.9219377702","8.8382518941","27.4625350469","0.684","0.316"
"67","66","1.9219521745","7.6271076054","30.9649641605","0.690","0.310"
"68","67","1.9219634049","17.9777374412","25.9634534078","0.698","0.302"
"69","68","1.9219731706","17.5349132509","27.4607765976","0.700","0.300"
"70","69","1.9219702409","17.4405619134","24.0166555437","0.703","0.297"
"71","70","1.9219538834","15.2689801543","20.9815711724","0.705","0.295"
"72","71","1.9219746354","13.1162983070","25.4615065923","0.707","0.293"
"73","72","1.9219114030","13.0569167010","26.4791340621","0.711","0.289"
"74","73","1.9219834245","12.3579289758","33.4578333665","0.715","0.285"
"75","74","1.9219709733","8.4321396219","21.4632481879","0.721","0.279"
"76","75","1.5088735693","14.9764779388","30.3987792052","0.727","0.273"
"77","76","1.5088389013","13.2713841151","23.4606826551","0.731","0.269"
"78","77","1.4756631201","11.8224425752","20.9656120905","0.735","0.265"
"79","78","1.5088096044","15.0121036819","26.4654141808","0.731","0.269"
"80","79","1.5088354833","9.0145415555","24.9861901598","0.735","0.265"
"81","80","1.5088191259","15.2165634497","41.7937565667","0.740","0.260"
"82","81","1.5088342626","12.4354122589","41.7599743921","0.746","0.254"
"83","82","1.5088249853","21.8234175288","104.2921753760","0.752","0.248"
"84","83","1.5088332861","13.0554146102","21.5311541332","0.759","0.241"
"85","84","1.5088337744","14.8278512540","51.9262287836","0.763","0.237"
"86","85","1.5088293798","13.0083550206","22.4611172523","0.756","0.244"
"87","86","1.5087971533","11.4229945148","22.3903459731","0.760","0.240"
"88","87","1.5088391455","25.8688492913","113.9011183630","0.764","0.236"
"89","88","1.5087966650","25.3295530080","143.4239021350","0.771","0.229"
"90","89","1.5088181494","14.2296260278","33.9249700403","0.778","0.222"
"91","90","1.5088496435","14.7795908674","25.4612300503","0.783","0.217"
"92","91","1.5088379247","14.0605746405","20.9655709694","0.787","0.213"
"93","92","1.5088291357","15.1679847338","41.5787603310","0.784","0.216"
"94","93","1.5088279150","10.1497905579","22.1779482307","0.790","0.210"
"95","94","1.5088193701","12.6442322037","24.9540113354","0.795","0.205"
"96","95","1.5088530615","14.7600175908","22.8993665855","0.799","0.201"
"97","96","1.5088318212","9.0440345339","21.4751515955","0.802","0.198"
"98","97","1.5088362158","18.1640854688","75.6520285778","0.796","0.204"
"99","98","1.5087807958","13.0606950435","23.8424733366","0.803","0.197"
"100","99","1.5085332372","31.6208426486","224.3385116910","0.807","0.193"
"101","100","1.4756526220","14.5731047326","52.6914532090","0.799","0.201"
"102","101","1.5088342626","5.4679162250","21.1343064533","0.793","0.207"
"103","102","1.5088342626","7.3395423484","21.4617424984","0.800","0.200"
"104","103","1.5088027685","10.0163779362","21.4905321175","0.806","0.194"
"105","104","1.5088349951","9.8644563071","22.4655684348","0.811","0.189"
"106","105","1.5088330419","16.2108283028","35.5038397841","0.816","0.184"
"107","106","1.5088381689","20.2353450650","39.1726358112","0.820","0.180"
"108","107","1.5088349951","14.0133190495","21.5569459076","0.816","0.184"
"109","108","1.5088354833","12.9145615719","24.8461652413","0.819","0.181"
"110","109","1.5088135107","11.2516939421","24.8461598702","0.815","0.185"
"111","110","1.5088352392","11.4116119532","22.2713488267","0.820","0.180"
"112","111","1.5088303564","11.2279444049","20.9655493625","0.824","0.176"
"113","112","1.5088515966","14.8990729017","21.4657129330","0.828","0.172"
"114","113","1.5088337744","10.5147464421","20.9626208550","0.830","0.170"
"115","114","1.5088039892","13.7596247020","20.8956762673","0.835","0.165"
"116","115","1.5088347509","17.7955278312","77.8548157721","0.837","0.163"
"117","116","1.5088379247","9.6981655558","20.9654735177","0.844","0.156"
"118","117","1.5088367040","13.7573435901","22.0701174409","0.849","0.151"
"119","118","1.5088374365","9.6316941758","24.1495813472","0.852","0.148"
"120","119","1.5088330419","19.3241458139","69.7781862766","0.858","0.142"
"121","120","1.5088398779","12.2991631055","22.6608776731","0.864","0.136"
"122","121","1.5088403662","7.9500652966","21.1736061815","0.868","0.132"
"123","122","1.5088435400","9.8870428847","20.4372854567","0.874","0.126"
"124","123","1.5088364599","28.0435294253","213.5296649640","0.878","0.122"
"125","124","1.5088342626","9.4188906460","30.8416837383","0.886","0.114"
"126","125","1.5088345068","8.5678915197","20.9610584266","0.892","0.108"
"127","126","1.5088130224","9.3044191079","21.4654189825","0.898","0.102"
"128","127","1.5088257177","12.0451508648","50.1541370880","0.903","0.097"
"129","128","1.5088013037","5.1709653390","19.9653483545","0.909","0.091"
"130","129","1.5088374365","10.9152693928","20.4646606969","0.916","0.084"
"131","130","1.5088210791","3.6770025519","19.9653489000","0.921","0.079"
"132","131","1.5087952001","2.6016506115","10.9281134393","0.913","0.087"
"133","132","1.5088049658","7.3302242532","21.6074772831","0.905","0.095"
"134","133","1.5088103369","7.9014011338","20.9145150486","0.911","0.089"
"135","134","1.5088393896","9.8718792107","21.9655959608","0.917","0.083"
"136","135","1.5088340185","6.4547147902","20.3943935844","0.922","0.078"
"137","136","1.5088354833","6.5432523415","19.9539566722","0.928","0.072"
"138","137","1.5087895849","7.6338980031","19.9669573672","0.934","0.066"
"139","138","1.5088393896","4.5987297109","18.4516583873","0.940","0.060"
"140","139","1.5088142431","24.0752668139","221.2252330130","0.947","0.053"
"141","140","1.5088352392","3.6136289505","18.8678411743","0.955","0.045"
"142","141","1.5088296240","3.6438622719","19.9964507127","0.963","0.037"
"143","142","1.5088413427","7.8330384308","18.7450838657","0.971","0.029"
"144","143","1.4755842626","3.4157861715","12.0506899538","0.976","0.024"
"145","144","1.4756714208","2.1023926012","2.6321018655","0.969","0.031"
"146","145","1.4755881689","2.8905211405","13.8498336218","0.972","0.028"
"147","146","1.4757522314","1.6564152231","1.5088454931","0.980","0.020"
"148","147","1.5088393896","1.6597542368","1.5089707373","0.999","0.001"
"149","148","1.5088298681","1.6597367563","1.5089599951","0.999","0.001"
"150","149","1.5088452490","43.7316230719","258.2521901460","0.001","0.999"
"151","150","1.5088357275","29.6961842431","122.9888624110","0.008","0.992"
"152","151","1.5088489111","103.5846009210","841.8104854180","0.015","0.985"
"153","152","1.5088139990","21.0938917894","34.9632637864","0.023","0.977"
"154","153","1.5088479345","23.5017786417","70.4684509874","0.020","0.980"
"155","154","1.5088393896","16.9142551441","31.9613316375","0.025","0.975"
"156","155","1.5088398779","24.2263817037","56.4756403037","0.029","0.971"
"157","156","1.5088403662","1051.3458534400","7441.9171936500","0.025","0.975"
"158","157","1.5088286474","75.5818990952","543.9875763450","0.017","0.983"
"159","158","1.5088340185","20.9211582614","34.9635278700","0.025","0.975"
"160","159","1.5088345068","22.4574103665","34.9618706434","0.028","0.972"
"161","160","1.5088381689","20.6128188849","43.1558057677","0.031","0.969"
"162","161","1.5088364599","22.1419455593","59.6446462114","0.035","0.965"
"163","162","1.5088474462","33.4440256255","106.7838832590","0.040","0.960"
"164","163","1.5088406103","252.4657606630","2331.8947202700","0.046","0.954"
"165","164","1.5088076513","32.0685056113","109.9473296670","0.054","0.946"
"166","165","1.5088347509","23.6578699934","34.9862920320","0.060","0.940"
"167","166","1.5088391455","65.7582340404","442.4633692540","0.058","0.942"
"168","167","1.5088371923","32.3750182553","122.6419862480","0.066","0.934"
"169","168","1.1402967664","17.3746756803","34.5992393062","0.072","0.928"
"170","169","1.1402955457","41.9450561338","271.2313458750","0.076","0.924"
"171","170","1.1403050672","76.7922936956","541.2669469650","0.084","0.916"
"172","171","1.1402891980","237.2672571090","1591.3308662600","0.091","0.909"
"173","172","1.1402931043","20.1039380890","34.9602522370","0.099","0.901"
"174","173","1.1402877332","32.2299285719","133.2505633590","0.102","0.898"
"175","174","1.1402740613","42.8293478536","198.4119647950","0.109","0.891"
"176","175","1.1402950574","40.5526511280","187.2936122710","0.116","0.884"
"177","176","1.1402940808","22.4098478509","46.1728624142","0.123","0.877"
"178","177","1.1402967664","51.1146059478","305.0103556120","0.127","0.873"
"179","178","1.1402931043","437.1794642070","3648.6353628700","0.134","0.866"
"180","179","1.1403006726","19.6602115856","34.9569540459","0.142","0.858"
"181","180","1.1403949109","22.1121031489","34.9605643764","0.139","0.861"
"182","181","1.1403001844","48.0725923311","292.4697590120","0.141","0.859"
"183","182","1.1402984754","539.0016351980","4595.8105484900","0.149","0.851"
"184","183","1.1403316785","19.5110811713","34.9988389681","0.157","0.843"
"185","184","1.1403692761","21.7847265687","35.0005979183","0.153","0.847"
"186","185","1.1402757703","38.0612580240","169.0240197740","0.156","0.844"
"187","186","1.1403036023","83.9111498783","489.5645511090","0.163","0.837"
"188","187","1.1402938367","34.9342370020","147.2135703000","0.170","0.830"
"189","188","1.1403297254","20.4006466406","35.0306865122","0.163","0.837"
"190","189","1.1403272840","20.8677133507","34.9633770088","0.167","0.833"
"191","190","1.1403133679","47.4692971964","210.2172550630","0.170","0.830"
"192","191","1.1402899304","21.1476708894","34.9621523817","0.163","0.837"
"193","192","1.1402979871","77.8493375617","338.2273386220","0.166","0.834"
"194","193","1.1404708386","41.3630776428","242.6659983690","0.173","0.827"
"195","194","1.1403385144","19.3563236710","34.9618733289","0.180","0.820"
"196","195","1.1403026257","165.2712998880","673.3223392630","0.184","0.816"
"197","196","1.1403819715","36.4127786711","163.3963020100","0.190","0.810"
"198","197","1.1402928601","44.5016300959","211.3586921530","0.184","0.816"
"199","198","1.1404010144","24.2952709086","34.9802248913","0.191","0.809"
"200","199","1.1403368054","49.3246601817","325.6818861760","0.193","0.807"
"201","200","1.1402996961","87.6780902767","644.5579005980","0.200","0.800"
"202","201","1.1402843152","151.2389741560","1050.1265654000","0.208","0.792"
"203","202","1.1402953015","21.6645120699","34.9929614552","0.215","0.785"
"204","203","1.1402840711","69.3527957315","534.6924356800","0.213","0.787"
"205","204","1.1402835828","56.0999238451","334.3579704970","0.220","0.780"
"206","205","1.1403917371","83.0717636174","639.2053450820","0.228","0.772"
"207","206","1.1402696668","152.4272746940","1265.9418234800","0.235","0.765"
"208","207","1.1402476941","46.3529836883","322.1585515080","0.243","0.757"
"209","208","1.1402918836","83.8355044914","522.9471001100","0.251","0.749"
"210","209","1.1403155652","62.8048322900","445.5424095730","0.258","0.742"
"211","210","1.1402640515","28.8757300967","146.9836308800","0.266","0.734"
"212","211","1.1403070203","14.4404337434","34.9593093992","0.273","0.727"
"213","212","1.1403441297","20.1028219286","34.9595159218","0.278","0.722"
"214","213","1.1402972547","17.8810772158","34.9577017575","0.281","0.719"
"215","214","1.1403617078","232.5391290040","2133.7200175300","0.285","0.715"
"216","215","1.1402935925","24.8244296792","52.3403361016","0.293","0.707"
"217","216","1.1402384168","17.8266699331","34.9619912489","0.298","0.702"
"218","217","1.1402921277","18.9329262437","34.9593853283","0.302","0.698"
"219","218","1.1402462293","306.8504815120","2611.6230019800","0.305","0.695"
"220","219","1.1402645398","37.6431295126","186.7802076070","0.298","0.702"
"221","220","1.1402484265","33.0166604007","182.5002355980","0.305","0.695"
"222","221","1.1402945691","67.3514385842","253.4868774720","0.312","0.688"
"223","222","1.1402957898","59.1507098145","249.1580225750","0.318","0.682"
"224","223","1.1402857800","80.1841665395","330.5594288550","0.325","0.675"
"225","224","1.1070872937","68.4592194726","576.0672712610","0.332","0.668"
"226","225","1.1402967664","17.5889714641","34.9606758394","0.339","0.661"
"227","226","1.1402877332","17.9485769390","34.9607827915","0.343","0.657"
"228","227","1.1402923718","362.7695024370","3474.0915908900","0.348","0.652"
"229","228","1.1402923718","157.9524504110","1395.0290603500","0.355","0.645"
"230","229","1.1402913953","91.8596891910","759.0455745340","0.363","0.637"
"231","230","1.1402879773","86.1631278017","605.9601575020","0.371","0.629"
"232","231","1.1402813855","117.3414156280","730.5805058700","0.379","0.621"
"233","232","1.1402909070","233.3710734660","1774.0803970600","0.386","0.614"
"234","233","1.1403004285","20.0164325190","45.3099362217","0.394","0.606"
"235","234","1.1402940808","108.2322755340","912.9206850410","0.389","0.611"
"236","235","1.1404063855","22.8285982824","34.0271289702","0.381","0.619"
"237","236","1.1402655164","39.4630395607","192.4348124000","0.379","0.621"
"238","237","1.1402913953","38.5047870189","227.9289224080","0.386","0.614"
"239","238","1.1071021863","168.9027681470","697.4588955100","0.393","0.607"
"240","239","1.1402926160","37.3027435789","198.1197221180","0.400","0.600"
"241","240","1.1402884656","487.1372706010","4229.0263750700","0.393","0.607"
"242","241","1.1402901746","15.6348677493","26.4613422397","0.401","0.599"
"243","242","1.1402921277","14.9259366485","52.9228696660","0.404","0.596"
"244","243","1.1403099500","15.5499959790","35.0184351665","0.410","0.590"
"245","244","1.1402923718","20.9797346804","35.0389351939","0.415","0.585"
"246","245","1.1402828504","331.4134044020","2695.7855548300","0.418","0.582"
"247","246","1.1402870007","106.0848042070","800.7066534890","0.426","0.574"
"248","247","1.1402943250","36.3702086343","232.7785448860","0.433","0.567"
"249","248","1.1402891980","109.5663348170","923.0411629060","0.441","0.559"
"250","249","1.1402940808","21.1856109508","34.9059153876","0.449","0.551"
"251","250","1.1402918836","765.9164323010","7513.1237212200","0.452","0.548"
"252","251","1.1402987195","15.2982400660","34.9594533618","0.460","0.540"
"253","252","1.1402545300","151.8343776840","756.1520712370","0.465","0.535"
"254","253","1.1402950574","114.4760476860","699.1963847510","0.472","0.528"
"255","254","1.1402589246","17.4043859817","31.4537010386","0.479","0.521"
"256","255","1.1402303601","21.3865912432","85.6782632055","0.483","0.517"
"257","256","1.1403187390","40.9913871033","313.4659302390","0.489","0.511"
"258","257","1.1402940808","63.0903857306","455.4815835570","0.497","0.503"
"259","258","1.1402926160","25.4446380909","82.0826981716","0.505","0.495"
"260","259","1.1403128797","65.6633841633","266.1214476020","0.499","0.501"
"261","260","1.1400247937","569.4153388910","3109.8257076700","0.505","0.495"
"262","261","1.1402987195","35.3025459462","176.6317035160","0.512","0.488"
"263","262","1.1402916394","252.8931194120","2397.9215440000","0.519","0.481"
"264","263","1.1402906629","16.5151957623","30.9596859896","0.527","0.473"
"265","264","1.1399791394","19.0471496419","32.4606408223","0.531","0.469"
"266","265","1.1402965222","18.3153235202","43.8789500009","0.534","0.466"
"267","266","1.1402911511","387.0002705740","3240.2535085400","0.539","0.461"
"268","267","1.1402494031","93.8850720627","496.6325596750","0.547","0.453"
"269","268","1.1403619519","14.9378538733","34.9612807989","0.554","0.446"
"270","269","1.1402928601","21.9236943058","45.5961727507","0.559","0.441"
"271","270","1.1402931043","52.1095118962","351.4061878470","0.564","0.436"
"272","271","1.1402977429","283.1549892490","2576.1572808500","0.571","0.429"
"273","272","1.1402955457","13.9313543343","24.9593951061","0.579","0.421"
"274","273","1.1402967664","76.1351596933","634.7679044610","0.583","0.417"
"275","274","1.1402884656","97.8149299578","754.2860271960","0.591","0.409"
"276","275","1.1402982312","185.8625781980","1132.5979055600","0.598","0.402"
"277","276","1.1402926160","522.5004805330","4948.6065406500","0.606","0.394"
"278","277","1.1402994519","25.3455706350","123.0699154420","0.598","0.402"
"279","278","1.1402979871","23.1703484732","56.4035909852","0.605","0.395"
"280","279","1.1402723523","30.8375653421","138.4883298970","0.610","0.390"
"281","280","1.1402940808","78.1045628903","593.8240022670","0.617","0.383"
"282","281","1.1402926160","18.4536348368","48.8068562792","0.624","0.376"
"283","282","1.1402960340","103.7997307750","500.0313346000","0.630","0.370"
"284","283","1.1402677136","81.3174882761","662.5456477510","0.637","0.363"
"285","284","1.1402835828","36.1260926333","108.9940215210","0.644","0.356"
"286","285","1.1402787000","1576.2920673600","14247.5244805000","0.650","0.350"
"287","286","1.1402906629","989.0945673910","9605.3460713300","0.658","0.342"
"288","287","1.1402970105","107.5032206760","808.9786435790","0.650","0.350"
"289","288","1.1402931043","122.3837435040","786.9693448110","0.658","0.342"
"290","289","1.1402916394","95.0524761266","803.4072013040","0.665","0.335"
"291","290","1.1402960340","134.4086835620","1079.4213935200","0.673","0.327"
"292","291","1.1402945691","80.4857176649","701.1768647390","0.681","0.319"
"293","292","1.1071827527","9.0402130633","32.2021114448","0.689","0.311"
"294","293","1.1402547742","18.5028869160","113.0584154000","0.695","0.305"
"295","294","1.1402940808","59.7488844204","399.9008801900","0.703","0.297"
"296","295","1.1402743054","129.5328852390","706.5147023010","0.710","0.290"
"297","296","1.1070658094","5.6156103992","21.4549406054","0.717","0.283"
"298","297","1.1403038465","18.2051082561","51.9476592964","0.724","0.276"
"299","298","1.1402655164","186.2232700050","874.1064920840","0.730","0.270"
"300","299","1.1402987195","67.0684260395","429.3398946450","0.737","0.263"
"301","300","1.1402965222","15.3275506728","34.9549853862","0.744","0.256"
"302","301","1.1402913953","46.4682723003","179.2270493290","0.739","0.261"
"303","302","1.1402974988","18.7692822323","87.1802606953","0.746","0.254"
"304","303","1.1403009168","12.1464003340","34.9320733355","0.753","0.247"
"305","304","1.1402979871","12.3776649527","24.4619284435","0.758","0.242"
"306","305","1.1402562390","14.8063295871","33.9603857262","0.763","0.237"
"307","306","1.1402950574","107.8187379620","775.1390424680","0.767","0.233"
"308","307","1.1403026257","13.9660300294","34.9925120538","0.775","0.225"
"309","308","1.1402992078","11.3185997299","20.8398774824","0.770","0.230"
"310","309","1.1402970105","7.9005236654","25.4574010665","0.766","0.234"
"311","310","1.1402996961","22.2314630018","143.0732840330","0.772","0.228"
"312","311","1.1403011609","137.1090873470","782.6917236610","0.780","0.220"
"313","312","1.1403011609","17.1240937455","30.6040328108","0.787","0.213"
"314","313","1.1402984754","12.3080100796","29.1953234546","0.791","0.209"
"315","314","1.1093269613","241.3288852700","1800.0913376700","0.796","0.204"
"316","315","1.1093245199","12.3033024367","29.1715905741","0.803","0.197"
"317","316","1.1093286703","8.8616773901","34.9615114291","0.798","0.202"
"318","317","1.1093264730","210.3571716790","896.7458061590","0.805","0.195"
"319","318","1.1090222738","256.5660920860","1101.6262997500","0.812","0.188"
"320","319","1.1093242758","6.1885343646","23.4654250135","0.818","0.182"
"321","320","1.1092632406","80.7037437608","700.8259213540","0.825","0.175"
"322","321","1.1092783773","6.0542680743","24.4567699194","0.833","0.167"
"323","322","1.1092761801","210.2453647460","1054.5083961400","0.840","0.160"
"324","323","1.0761799887","200.0297676430","710.2681769380","0.847","0.153"
"325","324","1.1093201254","13.6061966479","22.4543921400","0.853","0.147"
"326","325","1.1093225668","203.3809673780","1946.2607938700","0.850","0.150"
"327","326","1.1093191488","86.9248369357","767.3363725120","0.858","0.142"
"328","327","1.1093232992","105.2439902100","1022.9844265300","0.866","0.134"
"329","328","1.1093223226","161.5830296940","1462.3194206700","0.858","0.142"
"330","329","1.1093223226","163.4488976070","1246.4590146100","0.866","0.134"
"331","330","1.1089732016","93.3190520423","755.2787088370","0.873","0.127"
"332","331","1.1093023031","76.5198840465","734.9915537130","0.881","0.119"
"333","332","1.1092966879","3.3037022762","20.4304435274","0.889","0.111"
"334","333","1.1093276937","221.9245376550","772.6916336410","0.897","0.103"
"335","334","1.0760952719","197.6584265160","1084.2088196800","0.903","0.097"
"336","335","1.1042912256","86.0405187928","748.4292885530","0.910","0.090"
"337","336","1.1042887841","47.7399648345","448.4951887520","0.918","0.082"
"338","337","1.1043007470","76.1967085336","660.1332073890","0.910","0.090"
"339","338","1.1042978173","106.9038354600","1046.3661161700","0.918","0.082"
"340","339","1.1042836572","10.1733836056","78.9189025414","0.926","0.074"
"341","340","1.1042990381","2.0049926172","3.7016398700","0.934","0.066"
"342","341","1.1042780420","2.0899916211","3.1982642288","0.928","0.072"
"343","342","1.1042961084","140.4030527590","759.7524003970","0.924","0.076"
"344","343","1.1042956201","70.5180242492","663.4698975640","0.931","0.069"
"345","344","1.1042946435","93.9559938991","757.4214143970","0.923","0.077"
"346","345","1.1042831689","9.6078570354","22.4504387367","0.931","0.069"
"347","346","1.0195403982","75.2142176603","701.9231982530","0.936","0.064"
"348","347","1.0194273610","8.9422360495","20.4165910972","0.944","0.056"
"349","348","1.0194254079","15.6947891678","84.6170646622","0.949","0.051"
"350","349","1.0194105153","5.4958588712","19.8620342979","0.956","0.044"
"351","350","1.0192449880","3.2053137722","19.6366818575","0.963","0.037"
"352","351","1.0193756032","1.1359412677","1.1650428753","0.970","0.030"
"353","352","1.0194014821","1.4766235806","4.5719465708","0.969","0.031"
"354","353","1.0194173513","1.4369977824","4.1755379534","0.977","0.023"
"355","354","1.0193965993","3.0900938580","20.7067001260","0.970","0.030"
"356","355","1.0194134450","1.2336531971","2.1422400498","0.977","0.023"
"357","356","1.0193995290","50.2477416672","491.9983297810","0.985","0.015"
"358","357","1.0194049001","1.1213907026","1.0195250173","0.993","0.007"
"359","358","0.9862735525","1.1180805952","1.0195162282","0.999","0.001"
"360","359","1.0194102712","1.1213748335","1.0194522634","0.999","0.001"
"361","360","1.0193973318","1.1214991011","1.0197781911","0.999","0.001"
"362","361","1.0193887868","1.1214276655","1.0196351247","0.999","0.001"
"363","362","1.0193568044","1.1213860639","1.0196070485","0.999","0.001"
"364","363","1.0193865896","1.1213825239","1.0194632497","0.999","0.001"
"365","364","1.0194163747","1.1213846968","1.0195125661","0.999","0.001"
"366","365","1.0193875661","1.3050238661","2.8554215939","0.999","0.001"
"367","366","0.9757366539","1.1170530040","1.0195638357","0.999","0.001"
"368","367","0.9757383629","1.1389281661","1.1017331639","0.977","0.023"
"369","368","0.9757312828","1.4111446135","3.7649935071","0.980","0.020"
"370","369","0.9757347008","1.1510189680","1.1959907860","0.988","0.012"
"371","370","0.9757327477","1.1148990745","1.0534849079","0.987","0.013"
"372","371","0.9757095543","1.1293097280","1.1960122704","0.996","0.004"
"373","372","0.9757381187","1.1333532915","1.1018056736","0.994","0.006"
"374","373","0.9757259117","1.0915938916","1.0381011987","0.997","0.003"
"375","374","0.9757163902","318.0056423300","696.0928427280","0.988","0.012"
"376","375","0.9757046715","174.7129211460","639.3213179740","0.992","0.008"
"377","376","0.9315331626","116.0582460300","609.9181566790","0.986","0.014"
"378","377","0.9315583091","1.2237107663","1.5445593431","0.979","0.021"
"379","378","0.9315478110","70.0696160329","690.2947924350","0.974","0.026"
"380","379","0.9315482993","70.0954957878","690.5167458460","0.982","0.018"
"381","380","0.9315131431","1.2731906170","1.5447495286","0.990","0.010"
"382","381","0.9315570884","1.2347582784","1.5445744798","0.987","0.013"
"383","382","0.9315338950","1.1715057329","1.5447282884","0.983","0.017"
"384","383","0.9315363364","1.2349830529","1.5445664231","0.988","0.012"
"385","384","0.9315561118","1.5319561977","3.6695323574","0.984","0.016"
"386","385","0.9315478110","1.1356382192","1.5445617845","0.991","0.009"
"387","386","0.9315407310","1.2213315949","2.1403172043","0.985","0.015"
"388","387","0.9315458579","67.6179157800","666.4253903070","0.992","0.008"
"389","388","0.9314257407","1.1297664019","1.4315692954","0.999","0.001"
"390","389","0.9315431724","1.2238379637","1.5445600755","0.994","0.006"
"391","390","0.9315216880","1.2812820114","1.5446902024","0.990","0.010"
"392","391","0.9315526939","1.2087711789","1.5446242845","0.986","0.014"
"393","392","0.9315028892","1.1590743407","1.5445415208","0.982","0.018"
"394","393","0.9315461021","1.2384884611","1.5445849778","0.977","0.023"
"395","394","0.9315368247","1.0694816016","1.0807987249","0.973","0.027"
"396","395","0.9315397544","1.0396522929","1.0807213323","0.972","0.028"
