"ID","generation_number","highest_fitness","average_fitness","lowest_fitness","crossover_probability","mutation_probability"
"398","397","1.0828024105","13.9671083889","75.5643247396","0.800","0.200"
"399","398","1.1160023617","50.5534936318","284.8122666510","0.800","0.200"
"400","399","1.1159879574","4.2022934755","24.4563381727","0.800","0.200"
"401","400","1.1159867367","14.0369009587","96.0827266694","0.800","0.200"
"402","401","1.1159928402","14.3670535382","34.9503824662","0.800","0.200"
"403","402","1.1159945492","39.5597122806","141.2791519870","0.800","0.200"
"404","403","1.1159654965","36.4045707256","240.6267658710","0.800","0.200"
"405","404","1.1159838070","26.5686912573","180.9851684240","0.800","0.200"
"406","405","1.1159764828","21.0015412182","134.2569558550","0.800","0.200"
"407","406","1.1159796566","40.1397594364","350.8858278570","0.800","0.200"
"408","407","1.1157433285","5.9646333554","25.4151714236","0.800","0.200"
"409","408","1.1159928402","35.4262553502","255.1082723460","0.800","0.200"
"410","409","1.1159986996","5.2697879068","20.4601774425","0.800","0.200"
"411","410","1.1159691586","55.0595491539","481.5952966130","0.800","0.200"
"412","411","1.1159916195","42.0072899109","361.1664035190","0.800","0.200"
"413","412","1.1159733090","7.3229991363","34.9520121264","0.800","0.200"
"414","413","1.1160001644","24.5635218278","120.2242688260","0.800","0.200"
"415","414","1.1159591488","44.0334025866","203.2449987770","0.800","0.200"
"416","415","1.1159603695","10.8000837987","34.9592748272","0.800","0.200"
"417","416","1.0828190121","5.6920458409","34.9475056802","0.800","0.200"
"418","417","1.1159840512","11.3826025912","31.9357916472","0.800","0.200"
"419","418","1.1159457211","84.6638595718","437.0718170320","0.800","0.200"
"420","419","1.1159862484","35.6070467562","281.9996131830","0.800","0.200"
"421","420","1.1159791684","19.3933190921","111.2106925340","0.800","0.200"
"422","421","1.1159842953","14.0451921327","34.9499276556","0.800","0.200"
"423","422","1.1159972348","13.9944120380","34.9503028163","0.800","0.200"
"424","423","1.1159459652","7.7605468818","23.9591203983","0.800","0.200"
"425","424","1.1159462094","31.6818386145","136.1915223880","0.800","0.200"
"426","425","1.1159967465","55.9439880850","340.3323836140","0.800","0.200"
"427","426","1.1159891781","27.5695613202","148.7443492940","0.800","0.200"
"428","427","1.0828190121","11.9819311325","34.9521169984","0.800","0.200"
"429","428","1.1159842953","46.7152476411","341.2227174510","0.800","0.200"
"430","429","1.1159542660","19.0798241864","117.4766261340","0.800","0.200"
"431","430","1.1160001644","65.7693732208","291.3817901310","0.800","0.200"
"432","431","1.1159986996","27.8132818459","169.3681450980","0.800","0.200"
"433","432","1.1159965023","9.2672060725","34.9577967414","0.800","0.200"
"434","433","1.1159977230","17.8809384808","78.5307407714","0.800","0.200"
"435","434","1.1159571957","27.6692963235","163.3003528200","0.800","0.200"
"436","435","1.1159838070","12.2997141025","34.9588149099","0.800","0.200"
"437","436","1.0827738461","6.7770538137","34.9320704794","0.800","0.200"
"438","437","1.1159686703","26.3471176275","224.0576748460","0.800","0.200"
"439","438","1.1159772152","7.9231368237","24.9581770923","0.800","0.200"
"440","439","1.1159679379","13.9411333060","96.6568361096","0.800","0.200"
"441","440","1.1159681820","46.7343086491","261.2509746630","0.800","0.200"
"442","441","1.1159969906","13.8452715537","30.4653997033","0.800","0.200"
"443","442","1.1159999203","7.1866058421","24.4542009947","0.800","0.200"
"444","443","1.1159842953","8.8250404151","26.4586990556","0.800","0.200"
"445","444","1.1159725766","29.8149557853","237.6390112530","0.800","0.200"
"446","445","1.1159945492","15.3617869056","34.9597633688","0.800","0.200"
"447","446","1.1159672055","20.6384390362","134.8898285990","0.800","0.200"
"448","447","1.1159737973","7.2339454519","21.4613550184","0.800","0.200"
"449","448","1.1159781918","73.5255706788","659.7673455420","0.800","0.200"
"450","449","1.1159950375","7.3523240698","30.9590883511","0.800","0.200"
"451","450","1.1159918637","8.5302152243","34.4930089871","0.800","0.200"
"452","451","1.1159999203","25.9249428163","203.9642657350","0.800","0.200"
"453","452","1.1159899105","14.3044272450","34.9594302678","0.800","0.200"
"454","453","1.1159979672","7.6187753407","25.9605433053","0.800","0.200"
"455","454","1.1159818539","35.8860632759","313.8845082050","0.800","0.200"
"456","455","1.1159952816","9.8178180357","53.1535081595","0.800","0.200"
"457","456","1.1159901547","8.4979713692","62.4437727470","0.800","0.200"
"458","457","1.0828307309","6.1022504029","17.0617117810","0.800","0.200"
"459","458","1.1159908871","34.3490820954","277.1695450480","0.800","0.200"
"460","459","1.1159784359","8.8439060252","34.9320716387","0.800","0.200"
"461","460","1.1159969906","10.2807497552","27.9654053592","0.800","0.200"
"462","461","1.1159862484","16.3100698990","85.5703406339","0.800","0.200"
"463","462","1.1159852719","41.4798293459","276.2586150090","0.800","0.200"
"464","463","1.1159972348","14.1142571635","34.9923795497","0.800","0.200"
"465","464","1.1159955258","10.2657564136","55.4171729150","0.800","0.200"
"466","465","1.1159994320","24.4224175541","106.1549401700","0.800","0.200"
"467","466","1.1159984555","8.7371599758","29.9587637344","0.800","0.200"
"468","467","1.0827743344","11.7217025149","88.3855198632","0.800","0.200"
"469","468","1.1159669613","6.7219757429","26.4590157914","0.800","0.200"
"470","469","1.1159784359","41.5321888297","314.1406821050","0.800","0.200"
"471","470","1.1159799008","24.5007500696","155.8499350930","0.800","0.200"
"472","471","1.1159938168","8.7462721412","23.9578730231","0.800","0.200"
"473","472","1.0828627133","59.5390415009","557.9915207340","0.800","0.200"
"474","473","1.1159669613","14.7759233824","34.9475447067","0.800","0.200"
"475","474","1.1159496273","42.1068646614","291.9633090520","0.800","0.200"
"476","475","1.1159872250","12.9767113830","34.9616746410","0.800","0.200"
"477","476","1.1160013851","9.8760660854","34.9136119774","0.800","0.200"
"478","477","1.1159930844","9.4631122344","34.9524298906","0.800","0.200"
"479","478","1.1160004086","15.6405776238","34.9546662758","0.800","0.200"
"480","479","1.1159901547","20.2695294686","105.1434265040","0.800","0.200"
"481","480","1.1157364926","3.0568201652","9.4248205377","0.800","0.200"
"482","481","1.1159874691","14.7686476936","120.7467025640","0.800","0.200"
"483","482","1.1159508480","47.4797792892","400.6667081960","0.800","0.200"
"484","483","1.1159928402","4.6573742823","18.8878797511","0.800","0.200"
"485","484","1.1159767270","9.7457505435","31.4566425755","0.800","0.200"
"486","485","1.1159911312","15.3832621963","77.6068813228","0.800","0.200"
"487","486","1.1159860043","58.4408404152","281.7469767500","0.800","0.200"
"488","487","1.1159635433","5.5643176351","28.9594222420","0.800","0.200"
"489","488","1.1159945492","7.2797903007","30.6252520728","0.800","0.200"
"490","489","1.1159784359","15.9132502841","66.7114251544","0.800","0.200"
"491","490","1.1159457211","12.1116380559","35.0164562307","0.800","0.200"
"492","491","1.1159784359","60.0345924764","557.3284168840","0.800","0.200"
"493","492","1.1159957699","32.2031571199","279.5283472890","0.800","0.200"
"494","493","1.1159650082","8.1209999985","34.9529952723","0.800","0.200"
"495","494","1.1159884457","34.3003889115","226.1125163890","0.800","0.200"
"496","495","1.1159984555","14.6366395298","26.4534396896","0.800","0.200"
"497","496","1.1159984555","24.8601369469","173.0517190880","0.800","0.200"
"498","497","1.1159698910","17.2157619488","34.9320720207","0.800","0.200"
"499","498","1.1159698910","16.2662349583","34.9320708014","0.800","0.200"
"500","499","1.1159984555","13.4143125042","34.9578371090","0.800","0.200"
